"metadata.name","metadata.description","metadata.datatype","metadata.arraysize","metadata.ucd","metadata.unit","data.1","data.2","data.3","data.4"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] HUDF091Y-3005341465","53.2522708333333","-27.6963333333333","7.7"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] HUDF092Y-3063951246","53.276625","-27.8568333333333","7.7"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[IKO2018] HFF4P-4461-7461","177.43588","22.296142","7.7"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[HBH2015] RCS2327-1282","351.880595","-2.076292","7.7"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[ZZI2017] 4385","177.40151","22.38434","7.7"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","COSMOS2015 221160","150.401320833333","1.61678333333333","7.7"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2011] UDFz-44746449","53.186259","-27.778969","7.7"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"BoRG 2203+1851 1061","330.6930404","18.8581986","7.7"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[IKO2018] HFF4C-3191-4433","177.382991","22.41204","7.7"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","UNCOVER DR2 19780","3.581044","-30.389561","7.7"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"JADES-GS NC  124327","53.1728","-27.78315","7.7"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 31147","150.199721","2.257241","7.6945"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[SLB2017] UVISTA-Y-9","149.7900875","2.75268888888889","7.69"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[FBF2023] CEERS2 7534","214.876144","52.880826","7.69"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE COSMOS 18961","150.0348206","2.3920062","7.6888"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 33685","150.19","2.348532","7.686"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] A2744pf 21710","3.468821","-30.379852","7.68325"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J141905.8+524419.3","214.774227","52.7387","7.683"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[HBH2019] MACS0416-032","64.02742","-24.089979","7.682"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl    270","3.564048","-30.411913","7.6818"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE COSMOS 18766","150.1508789","2.3960056","7.681"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[RPS2006] ACO 1835 22","210.260629166667","2.85835","7.68"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BJD2020] UVISTA-919","150.095541666667","2.52343333333333","7.68"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"COSMOS2020 Classic 1151531","150.552325","2.51269722222222","7.677"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","COSMOS2015 689079","149.449583333333","2.34547222222222","7.675"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744pf    27","3.490162","-30.402134","7.6718"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416pf 22785","64.126801","-24.103502","7.6712"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M0416pf 21650","64.13887","-24.114428","7.67005"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BJD2020] UVISTA-356","150.074541666667","1.88731944444444","7.67"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BJD2020] UVISTA-634","150.171583333333","2.20665277777778","7.67"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[LOQ2022] EGSY-46810","215.154764","53.0289543","7.67"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CXOCDFS J033208.5-274047","53.034931","-27.679652","7.6681"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[ACF2023] 2462","110.84475","-73.4350722222222","7.665"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ARK2015] 6593","3.605057","-30.381462","7.664"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[ACF2023] 1696","110.834","-73.4345333333333","7.663"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[RPS2006] ACO 1835  7","210.2711125","2.84931111111111","7.66"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","HRG14 J033307.61-275203.7","53.281712","-27.867699","7.66"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","BoRG 0756+3043  437","118.9794","30.7178","7.66"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] GNWY-6362609594","189.151083333333","62.1665","7.66"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GNDY-7180712397","189.325291666667","62.2110277777778","7.66"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] GSDY-2514849320","53.2145","-27.8255555555556","7.66"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] XDFY-2367348073","53.1530416666667","-27.8020277777778","7.66"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 1152+3402   693","177.9128","34.0445","7.66"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"sBoRG 1558+0812   368","239.5731","8.1985","7.66"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","sBoRG 2055-3408  1026","313.6711","-34.1323","7.66"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2017] M0717Y-7329744137","109.3873875","37.7371388888889","7.66"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"COSMOS2020 Classic 1274544","149.550958333333","2.63128055555556","7.66"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GSDY-2265446328","53.1105833333333","-27.7757777777778","7.66"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] GNDY-7258112518","189.357541666667","62.2143888888889","7.66"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 0104+0021   339","15.8784","0.337","7.66"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"BoRG 0853+0310  145","133.1855","3.14669444444444","7.66"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"sBoRG 0948+5757   697","147.0725","57.9549","7.66"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","sBoRG 1149+2202   169","177.1723","22.0172","7.66"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 1515-1517   698","228.7442","-15.2704","7.66"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 1558+0812   601","239.5695","8.2083","7.66"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M1149cl  22863","177.388184","22.403442","7.66"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","HRG14 J033232.03-274537.1","53.1334583333333","-27.7603055555556","7.66"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416cl   1253","64.019333","-24.075153","7.6591"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416pf 21609","64.118896","-24.11482","7.657"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl  20380","3.606214","-30.411766","7.657"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[ARK2015] 1060","3.592162","-30.409916","7.657"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416pf 22512","64.121918","-24.106443","7.6565"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744cl   1306","3.567644","-30.397266","7.6521"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[ADF2023] CEERS MSA 80025","214.806065","52.750867","7.651"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MBP2022] 1470","3.5137326","-30.3628201","7.65"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416cl  22035","64.038971","-24.069519","7.64955"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"QSO J0313-1806","48.43267","-18.11011","7.6423"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BJD2020] UVISTA-953","150.484720833333","2.57118055555555","7.64"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[SLB2017] UVISTA-Y-15","149.399145833333","2.19939166666667","7.64"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","REBELS-13","36.56876","-4.11779","7.64"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[HBT2017] MACS1423-z7p64","215.942404166667","24.0696555555556","7.64"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE COSMOS 18428","150.0331268","2.3968878","7.6393"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl  21864","64.024414","-24.070963","7.6373"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] COSY-0336126098","150.140041666667","2.43605555555556","7.637"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416pf 21063","64.138794","-24.120651","7.6366"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M0416pf 21301","64.115608","-24.118162","7.636"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BCM2019b] 495","64.121368","-24.125864","7.634"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744pf 22050","3.453729","-30.375645","7.6203"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS 20289","34.3262367","-5.0858269","7.609"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE COSMOS 18073","150.0342102","2.3896303","7.6086"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","HRG14 J123726.33+621221.5","189.359666666667","62.2060277777778","7.6082"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 22468","150.199909","2.452908","7.604"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CANDELS EGS F160W J142035.4+530042.7","215.147518","53.01186","7.603"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE CDFS 11250","53.229557","-27.8376446","7.6009"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2011] UDF091y-59372014","53.24742","-27.70039","7.6"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","BoRG 0835+2456  253","128.8067291","24.9267442","7.6"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CLASH MACSJ0647.8+7015 1411","101.9204414","70.2448881","7.6"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2011] UDFy-43076241","53.1795","-27.7733888888889","7.6"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] HUDF091Z-3028242023","53.26175","-27.7006388888889","7.6"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] HUDF091Z-3043440518","53.2680833333333","-27.6810555555556","7.6"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"BoRG 1152+3402  912","177.907708333333","34.0396944444444","7.6"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"RELICS wfc3ir MACS J0553.4-3342  219","88.3540349","-33.6979484","7.6"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFL2017] A2744 z7  82209","3.587596","-30.399008","7.6"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LBW2013] GS.D-YD3","53.1055416666667","-27.8150194444444","7.6"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CANDELS EGS F160W J141910.5+525029.6","214.793958333333","52.8415833333333","7.6"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GNDY-7199315263","189.333041666667","62.2573055555556","7.5989"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE COSMOS 18181","150.0452728","2.3906653","7.5984"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[IKO2018] HFF5P-1912-1491","342.329688","-44.530307","7.598"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744pf 20049","3.48961","-30.402445","7.59625"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE UDS   126","34.4062386","-5.3141408","7.5957"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416pf 23610","64.130516","-24.09017","7.5915"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFL2017] A2744 z7    545","3.608357","-30.382893","7.59"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"HRG14 J123648.75+621432.9","189.203125","62.2425555555556","7.59"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IKO2015] HFF1P-i1","3.474804","-30.362579","7.5884"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","BoRG 1510+1115 1524","227.538125","11.2554722222222","7.58"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[IKO2018] HFF6P-1733-6559","40.072227","-1.615552","7.58"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] GNDZ-7180812396","189.325333333333","62.211","7.58"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GNWY-6171611449","189.0715","62.1958055555556","7.58"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] GNDY-7000414294","189.250166666667","62.2415","7.58"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] GNDY-6469616570","189.195666666667","62.2825","7.58"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] GNDY-6349616385","189.145666666667","62.2773611111111","7.58"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] HUDF092Y-3072551075","53.2802083333333","-27.8520833333333","7.58"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","sBoRG 0037-3337   669","9.2972","-33.6185","7.58"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 1313+1804  2210","198.1954","18.0693","7.58"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 2212-0354   102","333.0118","-3.9183","7.58"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] EGSY-9587400281","214.99475","53.0078055555556","7.58"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[DMD2023] COSMOS-334330","150.021958333333","1.98499444444444","7.58"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[DMD2023] COSMOS-733875","149.970208333333","2.5825","7.58"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"COSMOS2020 Classic 1349252","150.17","2.70461666666667","7.58"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"sBoRG 0925+1400   899","141.2877","13.9991","7.58"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","sBoRG 1104+2813   447","165.972","28.2297","7.58"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 1218+3008   638","184.5579","30.1255","7.58"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 2134-0708  2928","323.5509","-7.1224","7.58"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"JADES-GS+053.08722-27.77706","53.0871666666667","-27.7769722222222","7.58"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 14831","150.079159","2.356987","7.579"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J141944.4+525739.1","214.934848","52.960867","7.579"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744cl  20645","3.596554","-30.408649","7.5751"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"UDF  8545","53.1560833333333","-27.77575","7.575"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE UDS 22047","34.3118401","-5.0857596","7.5742"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744cl   2426","3.608373","-30.379606","7.5736"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[IKO2018] HFF4P-3612-8473","177.400509","22.313149","7.57"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl  22824","3.610388","-30.384922","7.5668"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416pf 21558","64.145882","-24.115374","7.5645"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[IKO2018] HFF5P-2129-2064","342.338729","-44.53512","7.563"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744pf 21843","3.481554","-30.378038","7.56205"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BJD2020] UDS-299","34.3272916666667","-4.91625","7.56"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","REBELS-09","35.475625","-4.40341388888889","7.56"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE CDFS  8293","53.2624166666667","-27.8629444444444","7.5548"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[WDA2016] 1 mm.8","53.157","-27.7812777777778","7.5524"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 276","150.130522","2.18335","7.551"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BJD2020] UVISTA-1043","149.662291666667","2.70890277777778","7.55"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[SLB2017] UVISTA-Y-14","150.052366666667","1.90791666666667","7.55"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CANDELS EGS F160W J141959.8+525509.0","214.99902","52.919153","7.548"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"HRG14 J123639.90+621859.4","189.16625","62.316497","7.546"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[ADF2023] CEERS MSA   689","214.9990525","52.9419767","7.545"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","QSO J1342+0928","205.53375","9.47732222222222","7.5413"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BJD2020] UVISTA-266","150.437708333333","1.807925","7.54"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IKO2018] HFF4P-4553-7304","177.43974","22.291792","7.54"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LVN2023] 28984","215.002843","53.007594","7.54"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[CSM2024] DDT-449","214.940489","52.9325555","7.54"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416pf 21688","64.141853","-24.114033","7.5365"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[HSE2008] ACO 1835  504","210.257220833333","2.85146111111111","7.53"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[IKO2018] HFF4P-3959-8115","177.414974","22.303195","7.53"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ARK2015] 6662","3.5981042","-30.382389","7.53"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416cl  20465","64.049088","-24.086967","7.53"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl  20306","3.60587","-30.412498","7.5259"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] A2744cl  23509","3.590716","-30.39171","7.5228"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744cl  21453","3.591775","-30.400116","7.522"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744cl   2399","3.602618","-30.380297","7.522"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[WDA2016] 1 mm.11","53.157125","-27.7780555555556","7.5201"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","QSO J1007+2115","151.99275","21.25811","7.5149"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 37164","150.160293","2.488539","7.514"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[IZL2015] 7361","64.137886","-24.127241","7.513"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M0416pf 21111","64.121025","-24.120218","7.51205"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl  20968","64.017471","-24.080688","7.51115"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","HRG14 J123655.68+621208.4","189.232","62.2024166666667","7.51"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[CBS2006] 41106","53.1636916666667","-27.7894666666667","7.509"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[ADF2023] CEERS MSA 80445","214.843115","52.747886","7.509"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","FIGS GN1 1292","189.157883","62.302372","7.5056"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744pf  1157","3.453271","-30.380205","7.505"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[RTG2015] 8808","53.180678","-27.773736","7.5"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[RER2016] SMACSJ2131-0567","322.775583333333","-40.3063888888889","7.5"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LBW2013] GS.D-YD5","53.16775","-27.7360833333333","7.5"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ADW2016b] ID59","53.163773","-27.771718","7.5"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CLASH Abell383 2311","42.0149347","3.5526143","7.5"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] ERSY-2251641574","53.1048333333333","-27.6992777777778","7.5"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] XDFV-2388447542","53.161861","-27.798412","7.5"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] HUDF091Z-2575141299","53.239625","-27.6916388888889","7.5"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] HUDF091Z-2597341189","53.248875","-27.6885833333333","7.5"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] HUDF091Z-2557541063","53.2322916666667","-27.6850833333333","7.5"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BWC2021] J220209.61-281951.0","330.540041666667","-28.3308333333333","7.5"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CLASH MACSJ1931.8-2635 1990","292.9578406","26.5913165","7.5"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"CLASH Abell2261  187","260.6073833","32.1495175","7.5"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IKO2018] HFF4P-3769-8456","177.40706","22.31268","7.5"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","HRG14 J033259.39-274201.8","53.2474583333333","-27.7004722222222","7.5"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[HBH2019] MACS0454-049","73.551321","-3.004286","7.5"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[ARK2014] 410","3.585801","-30.41175","7.5"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"CLASH RXJ1347-1145  943","206.8912473","11.7526045","7.5"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[DVT2023] 1423","3.51370833333333","-30.3629722222222","7.5"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[CCF2023] J2348 PAR  623","357.058333333333","-30.8383888888889","7.5"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 21811","150.130785","2.444398","7.498"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl  20090","3.577519","-30.415365","7.497"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] A2744pf 20168","3.470832","-30.400188","7.497"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416cl   1589","64.029541","-24.070194","7.497"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416pf 23452","64.141991","-24.094809","7.497"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl  21832","3.567714","-30.39596","7.497"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] A2744cl  22202","3.568115","-30.393492","7.497"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416cl   1024","64.017471","-24.078638","7.494"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744cl   2459","3.602238","-30.379389","7.492"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[ADW2016b] IDX34","53.1489583333333","-27.7768611111111","7.491"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","BoRG 1510+1115 1487","227.531708333333","11.2525","7.49"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","HRG14 J123708.59+622117.9","189.28575","62.3550555555556","7.49"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] GNWZ-6362709594","189.151125","62.1665","7.49"
